author,published_at,updated_at,like_count,text
@dizzydean2767,2024-05-21T12:04:05Z,2024-05-21T12:04:05Z,5,Four more years! <br><br><br><br><br><br><br><br><br>Pause
@InfinitusDominus,2024-05-21T10:59:15Z,2024-05-21T10:59:15Z,4,5 jump cuts in 14 seconds<br><br>He can’t even speak for 14 seconds straight without them having to chop it up and make it look like he’s coherent
@SS-ln6zf,2024-05-21T10:55:36Z,2024-05-21T10:55:36Z,3,What a idiot
@NickFord-kh5cs,2024-05-21T10:18:02Z,2024-05-21T10:18:02Z,1,Why do you hate white people?
@ronaldgundrum2174,2024-05-21T10:00:45Z,2024-05-21T10:00:45Z,1,The Great Devider!
@thescoop9096,2024-05-21T09:52:58Z,2024-05-21T09:52:58Z,1,FJB
@thescoop9096,2024-05-21T09:52:37Z,2024-05-21T09:52:48Z,0,FJB
@thescoop9096,2024-05-21T09:52:15Z,2024-05-21T09:52:15Z,0,FJB
@user-pl2gi6vt8n,2024-05-21T09:13:42Z,2024-05-21T09:18:39Z,1,កាឌួយម៉ែហែងឆាប់ចេញពីរ UN<br>ដឹកនាំកាឌួយម៉ឺហែងស្អី<br>ស<br>រំលោភសិទ្ធិមនុស្សទាំងស្រស់<br>អាឆ្កែឆ្កួត នេះមហែង ឆាប់ចេញ ពីប្រទេសពួកអញ អត់ប្រយោជន៍ចេញពីរ UN អាឆ្កែបែកថ្នាំ ប្រធានាធិបតី កាឌួយ ម៉ែហែង រដ្ឋសភា កាឌួយមែ៉ហែង<br>ប្រព្រឹត្តតែអំពើថោកទាប ចេញពីររដ្ឋាភិបាល របស់ពួកអញ អាឆ្កែឆ្កួត កាឌួយម៉ែហែង គ្រាន់បើ ហែង មុខរបរ ពួកអញ ទៅ ប្រកាស នៅ News  ជេរ មិនចេះ ឈឺចាប់ស្អី ទេ អាមេដឹកនាំ ថោកទាប នេះ អញមិនជឿ ថាគ្រួសារ អត់ប្រយោជន៍ ហែង សំខាន់ជាងពួកអញទេ យក កូន ពួកហែង ទៅ វៃជាមួយ Russia  ទៅ អាឆ្កែឆ្កួត អញ ឡះ បង់ បាន តែមេដឹកនាំ ស្របច្បាប់ ទេ វើយ ( GPS )
@21reesethomas,2024-05-21T09:05:25Z,2024-05-21T09:05:25Z,3,You are destroying our country
@CarterBishop-qg2uq,2024-05-21T09:00:03Z,2024-05-21T09:00:03Z,0,Come on Joe qiden pull your self together
@cliffordrandell735,2024-05-21T08:50:41Z,2024-05-21T08:50:41Z,3,Bragging that he is interfering with the election through abuse of the legal system. Law fare. Awful
@RhosVelka,2024-05-21T06:03:21Z,2024-05-21T06:03:21Z,1,Fjb
@jaredishmael9635,2024-05-21T05:09:25Z,2024-05-21T05:09:25Z,3,Let’s go Brandon
@SJ-fr4xz,2024-05-21T04:37:40Z,2024-05-21T04:37:40Z,0,"Arthur Robert&#39;s is doing a bang up job portraying the once alive Joseph Robinette Biden, Jr."
@SensationalSam,2024-05-21T04:01:47Z,2024-05-21T04:01:47Z,0,Not Joe doing a UFC post fight call out 😂
@MosesRoman-sg1gl,2024-05-21T03:24:05Z,2024-05-21T03:24:05Z,1,Joe Biden ❤
@ChopperartisLife,2024-05-21T02:54:27Z,2024-05-21T02:54:27Z,0,"If you could stop yelling &amp; accusing &amp; acting on Obama’s strings a puppet That has strings you might get voter support ? Proud socialist Democrat 2024 let’s steer America into oblivion go Joe ,Obama resting on some Island somewhere. , America taxpayer paycheck yea let’s spend it Joe Biden 2028."
@HeyYaHo-co3dn,2024-05-21T02:44:27Z,2024-05-21T02:44:27Z,1,"Lies, lies, and more lies ect."
@jasondonellan776,2024-05-21T02:30:31Z,2024-05-21T02:31:33Z,3,It amazes me that some people still want him as president  it&#39;s unbelievable plus the debates are gonna be on CNN yea nothing shady gonna happen in June 🤦
@mindyourbusiness302,2024-05-21T02:09:32Z,2024-05-21T02:09:32Z,0,GD race baiting liar🤤
@JD-nh7vb,2024-05-21T02:09:10Z,2024-05-21T02:09:10Z,1,Biden looks like he needs a diaper change.
@Christian-wd1of,2024-05-21T02:07:52Z,2024-05-21T02:07:52Z,4,You talk a pretty big game for someone who only agreed to debate if your terms and conditions were met😂
@mr.damagecontrol8500,2024-05-21T01:53:49Z,2024-05-21T01:53:49Z,0,Tell you what Joe or &quot;president&quot; why don&#39;t you create a bill for War and Combat veterans to automatically get a 100% service connection?! Why do we have civilians in the VBA that know very little what a person like myself goes through in a war and then gets denied. In 2015 the West Los Angeles VBA was caught shredding 2500 veterans service claims! This government has NEVER cared for it&#39;s veterans and the BONUS ARMY is the ever living proof! Why is this system geared to make a war or combat veteran mental health worse just to get a service connection with a lawyer to have to sue the VBA!!!! HOW!!!!!
@CariCalifornia,2024-05-21T01:34:00Z,2024-05-21T01:34:00Z,1,Love you Mr President!  You are a great man and you swim circles around Trump. Wonder if he’ll show up? Looking forward to him having to actually speak about something besides his golf game or his constant complaints. I am choosing Joe Biden for four more years! 🇺🇸🌊💙
@Robin-mj6jv,2024-05-21T01:21:13Z,2024-05-21T01:21:13Z,1,Yeah without an audience.
@SoCalian,2024-05-21T00:31:56Z,2024-05-21T00:31:56Z,4,"Hey Joey, have you apologized to the black folk for calling them Super Predators and locking them up for a generation or so? 💪🇺🇲"
@jimmyg6780,2024-05-21T00:09:14Z,2024-05-21T00:09:14Z,21,Let’s Go Brandon !👎
@I.like.my.own.comments,2024-05-20T23:59:19Z,2024-05-20T23:59:19Z,162,Joe Bidens brain is melting ice cream.
@zanzikar7,2024-05-20T23:37:41Z,2024-05-20T23:37:41Z,0,"I keep hearing that the Democrats want to change Joe Biden out for Michelle Obama. Go ahead I say, wont change anything because it&#39;s not the person, it&#39;s the policy. So putting Michelle Obama in as a replacement wont solve any of the problems as it is a Democrat POLICY problem, not a person problem. Democrats are interchangeable drill bits, one is just the same as the other, they all have the same policies."
@SoCalian,2024-05-20T23:24:20Z,2024-05-20T23:24:20Z,0,"In Joey&#39;s defense, he nominated a black person, who isn&#39;t sure she&#39;s a woman, who is 10 times stupider than even other normal black folk 🤣🇺🇲"
@ogdaddy213,2024-05-20T23:12:54Z,2024-05-20T23:12:54Z,12,Go woke go broke
@steveh9789,2024-05-20T23:10:27Z,2024-05-20T23:10:27Z,1,Man can this guy lie. I remember him in the eighties how shady he was and is still today.
@Mrukball,2024-05-20T23:06:29Z,2024-05-20T23:06:29Z,0,"You, Obama and trump need to play minecraft together"
@fuzzywzhe,2024-05-20T22:04:49Z,2024-05-20T22:04:49Z,0,"Look at all the love and respect Joe Biden, the most popular presidential candidate in all of US history receiving the largest percentage of the vote ever in history, gets.  It&#39;s almost like he didn&#39;t get that..  Nah, our lying government and the lying media would never lie to us."
@moonbaboon942,2024-05-20T22:03:40Z,2024-05-20T22:03:40Z,0,They had to cut this clip five times
@traveler5973,2024-05-20T21:53:43Z,2024-05-20T21:53:43Z,3,Dirt bag Biden
@SoCalian,2024-05-20T21:39:40Z,2024-05-20T21:39:40Z,0,Joey&#39;s so scared of losing that he wants to scare you into voting for the loser
@PrussiaAndRussia,2024-05-20T21:29:13Z,2024-05-20T21:29:13Z,0,"Hey, you know that you are an embarrassment to the country of the United States of America forgetting the national anthem!!!!!"
@homegrown_lonewolf,2024-05-20T21:27:11Z,2024-05-20T21:27:11Z,1,"This guy was such a a bad President, gas is 5.01 a gallon, food has gone up 20%, I&#39;ve lived in fear of Civil war 2.0 or WW3 or another Arab strike, tweakers everywhere downtown.  And what was Hunter doing in Ukraine that now we have to send weapons to Russia&#39;s doorstep?"
@proudpatriot3491,2024-05-20T21:12:06Z,2024-05-20T21:12:06Z,2,Biden is already backing out.  What a coward
@rickyreyes48,2024-05-20T20:11:29Z,2024-05-20T20:11:29Z,7,FJB
@chinobandito7625,2024-05-20T20:06:23Z,2024-05-20T20:06:23Z,2,Quit abusing this elder and send him to a senior care facility immediately
@OldToby53,2024-05-20T20:02:07Z,2024-05-20T20:02:07Z,1,Biden couldn&#39;t debate is way out of a kindergarten class
@Philiph-wu6xj,2024-05-20T20:01:59Z,2024-05-20T20:01:59Z,0,Honourable President sir <br>You can neglect the prime minister word sir and can replace president in the last comment sir
@KK-jj7zi,2024-05-20T19:34:53Z,2024-05-20T19:34:53Z,0,Do you think they will go out back of a barn? I would pay to see that
@lumpygravy52,2024-05-20T19:10:08Z,2024-05-20T19:10:08Z,1,Release the Hur tapes
@deludedrussian,2024-05-20T18:17:03Z,2024-05-20T18:17:03Z,1,IT WILL BE VERY INTERESTING!
@josephburton2248,2024-05-20T18:06:06Z,2024-05-20T18:06:06Z,3,Potato joe =🦧🫏🤡
@kmill2220,2024-05-20T17:28:40Z,2024-05-20T17:28:40Z,2,"Donald Trump told the truth at those debates, that&#39;s something you cannot say. Why do you lie so much? You&#39;ve lied since day one in politics. Why is that? Because you&#39;re weak, it&#39;s always someone&#39;s fault and never your own."
@fuzzywzhe,2024-05-20T17:17:50Z,2024-05-20T17:17:50Z,8,6 hard camera cuts in 13 seconds...
@sherlydorestant9019,2024-05-20T16:58:03Z,2024-05-20T16:58:03Z,3,No i don&#39;t understand this-<br><br>&quot;gRillED ChEeSE JoE bIDen SaNDwHICH&quot;
@SoCalian,2024-05-20T16:08:44Z,2024-05-20T16:08:44Z,1,"Throughout 3rd World history, dictators and sussy sunglasses go hand-in-hand"
@kj85356,2024-05-20T15:49:32Z,2024-05-20T15:49:32Z,0,better politician and human being than dump losers use YouTube
@anders-ku7lx,2024-05-20T15:25:32Z,2024-05-20T15:25:32Z,1,Looking for the other clip where his eyes look edited with a deepfake
@Stans-The-Truth,2024-05-20T15:22:38Z,2024-05-20T15:22:38Z,0,┌∩┐(◣_◢)┌∩┐PEDO PETER!!!
@Dragoncurve,2024-05-20T15:18:12Z,2024-05-20T15:18:12Z,3,So cringe
@jockoadams3377,2024-05-20T15:09:08Z,2024-05-20T15:09:08Z,1,"The GOP:   Dan Quayle, Dubya, and Sarah Palin<br>Democrats: Hold our case of beer"
@josephburton2248,2024-05-20T15:02:52Z,2024-05-20T15:02:52Z,1,Oh Look.      The OYSTER BUNNIES ARE HERE
@aidsyu,2024-05-20T14:35:11Z,2024-05-20T14:35:11Z,0,&quot;Joe Biden Announces That He Will Debate Donald Trump Twice | Biden-Harris 2024&quot; : 🤣🤣🤣
@user-pl2gi6vt8n,2024-05-20T14:21:20Z,2024-05-20T14:21:20Z,0,អាឆ្កួតចេញអាឆ្កួត
@user-pl2gi6vt8n,2024-05-20T14:13:17Z,2024-05-20T14:14:33Z,0,កាឌួយម៉ែហែង<br>ចេញពីរផ្សាររបស់អញអាឆ្កែថោកទាប<br>អញចាំហែងប្រកាសជាសាធារណៈតើ<br>ក្នុង News មុខរបរការឌួយម៉ែហែង<br>កុំយកកន្លែងរបស់អញចេញ<br>អាឆ្កែថោកទាប លឿនៗ បន្តិច អាមេដឹកនាំថោកទាប ចង់បានលុយអញអោយ យក ឆ្កែបំរើ ហែងយកទៅដាក់គុក
@user-pl2gi6vt8n,2024-05-20T14:03:54Z,2024-05-20T14:03:54Z,0,ឈប់ប្រើ English អាថោកទាប <br>ចាំអញសរសេទៅ News  អោយអ្នកប្រាជ្ញ អក្សសាស្រ្ត American បង្កើត ភាសារថ្មី បើប្រើប្រាស់ English <br>អោយ សម្ព័ន្ធមិត្ត រដ្ឋាកាល ហែង ប្រើ អន្តរជាតិ ជា English អាគ្មានប្រយោជន៍  រំលោភសិទ្ធិមនុស្សហើយ ហែង គ្មានប្រយោជន៍ ជាមួយ ពួកអញទេ
@user-pl2gi6vt8n,2024-05-20T14:03:37Z,2024-05-20T14:03:37Z,0,ឈប់ដឹកនាំដោយសារស្រីអាអត់ប្រយោជន៍
@GohAhweh,2024-05-20T13:39:59Z,2024-05-26T08:15:03Z,14,👎 4.7K.   (you&#39;re welcome)
@howardroark3947,2024-05-20T13:34:52Z,2024-05-20T13:34:52Z,135,"Hey YouTube show us the the down vote&#39;s for this video. You won&#39;t, because your scared."
@zwelethembangcobo3071,2024-05-20T13:15:36Z,2024-05-20T13:15:36Z,0,lets do it Jack...
@user-pl2gi6vt8n,2024-05-20T12:58:35Z,2024-05-20T12:58:35Z,0,អាប្រុសថោកទាប ឈប់ប៉ះពាល់បាយស្រី
@GerenBoxing,2024-05-20T12:48:16Z,2024-05-20T12:48:16Z,2,Free Palestine 🇵🇸
@GerenBoxing,2024-05-20T12:47:08Z,2024-05-20T12:47:08Z,1,Amerika Serikat teroris
@GerenBoxing,2024-05-20T12:46:51Z,2024-05-20T12:46:51Z,1,Israel teroris
@GerenBoxing,2024-05-20T12:46:37Z,2024-05-20T12:46:37Z,1,Free Palestine 🇵🇸
@spaceman8839,2024-05-20T12:42:14Z,2024-05-20T12:42:14Z,2,Just seeing this things face makes me sick
@4th1st73,2024-05-20T12:35:00Z,2024-05-20T12:36:37Z,8,Six cuts for a 14 second video??? My goodness he’s worse than we thought.<br>Edit: I can’t wait to watch all the Biden gaffs
@kylethektrain,2024-05-20T12:34:00Z,2024-05-20T12:34:00Z,1,[Pause]
@kylethektrain,2024-05-20T12:32:33Z,2024-05-20T12:32:33Z,3,Ear piece check
@tmcge3325,2024-05-20T12:17:58Z,2024-05-20T12:17:58Z,2,What has he done for you? 50+ years....WHAT HAS HE DONE?
@user-pl2gi6vt8n,2024-05-20T12:04:44Z,2024-05-20T12:04:44Z,1,អាឆ្កែ
@gusshavinski,2024-05-20T10:24:38Z,2024-05-20T10:24:38Z,3,Can you please release the full unedited video? I want to defend our great president badly and prove everything&#39;s running smoothly to those naysayers! Surely we&#39;re not being gaslit!
@milkyway-jf9do,2024-05-20T08:11:38Z,2024-05-20T08:11:38Z,0,victory🎉
@vnarigoobsesion535,2024-05-20T08:01:16Z,2024-05-20T08:01:16Z,0,"china town, china town<br>we have best fireworks<br>for every christmas.<br>here in china town."
@user-pl2gi6vt8n,2024-05-20T07:49:57Z,2024-05-20T07:49:57Z,0,អាឆ្កែ ថោកទាប វាបញ្ជា មនុស្សអោយជិះកាត់កន្លែងខ្ញុំដេក បើ មិនរោលយានយន្ត ទេ ក៏ ធ្វើកាយវិការ ឡប់ ពីរពួកវា មកដែរ អោយ វានិយាយ កុំប៉អញម្ដងទៅ យក ផ្កាយរណបទៅ ជឹរ វាកុំអោយវាដឹកនាំ American  បានស្រួល វាមើលថាយ សិទ្ធិមនុស្ស ពេក វាលើង គ្រប់គ្រង ប្រទេស ពួកខ្ញុំអ្នកបោះឆ្នោតអោយវាទេ (  ហែង មើលងាយ ស្រី ហែង កុំយកសន្លឹក ឆ្នោត ស្រី អាប្រុស ថោកទាប ស៊ីបាយសករី ប្រយ័ត្ន Taiwan ផ្ដាច់ សម្ព័នភាព 😂 វើយ )
@user-pl2gi6vt8n,2024-05-20T07:49:47Z,2024-05-20T07:49:47Z,0,ប្រាប់ប្រជាជន ហៅ កងទ័ព អោយធ្វើរដ្ឋប្រហារពួកអាឆ្កែថោកទាប អស់នេះ គង់មានថ្ងៃ សម្ព័ន្ធមិត្តរង្គោះរង្គើ ដោយសារ ការដឹកនាំ ថោកទាប របស់វា ដឹក ឡប់ ៗ យកផ្កាយរណប មកជេរមនុស្ស វាយកអំណាច ប្រទេសទៅ ប្រើក្រុមថោកទាបគ្នាវា ពូកអាបែកថ្នាំ ដឹកនាំ ថោកទាបអញ្ចឹង ហ៊ាន ទៅ ប្រមាន គេ តាមរបៀបថោកទាប ទង ប្រទេស ប្រជាធិតេយ្យ សិទ្ធិសេរីភាព ពួកអាឆ្កួត និង បែកថ្នាំ វាជេរខ្ញុំមិនដែលបានទេ ខ្ញុំប្រជាជន អន្តរជាតិ <br>ខ្ញុំដេញចេញ ថោកទាប អស់ American<br>វាសំងំលួច ជេរ មនុស្ស មិនរើសភេទ <br>អាបក្សថោកទាប អា រដ្ឋសភា ថោកទាប រំលាយ ដោយ រដ្ឋប្រហារ ( ខ្ញុំជេរអាឆ្កែមីឆ្លែថោកទាប រកស៊ី ស៊ីឈ្នួល ជេរមនុស្ស ទេ វាតំណាង មេដឹកនាំ American ) អញបោះឆ្នោត អោយហែង រកសន្តិភាព អាឆ្កួត មិនអោយហែង ជេរ ពួកអញ អោយនិយាយកុំប៉ះអញទេ អាឆ្កែបែកថ្នាំ អាប្រធានាធិបតី អារដ្ឋសភា ថោកទាប ក្នុង ពិភពលោក ប្រយ័ត្នពូជ ហែង ជួប បញ្ហា ឃាតកម្ម ដោយសារ អំពើ អាឆ្កែថោកទាប អស់ឯង អញមិនងាប់ទេ បាញ់បំបាក់ជើងល្អ អាពូជថោកទាប
@shaggy0000,2024-05-20T06:52:56Z,2024-05-20T06:52:56Z,0,Putin showing America whose boss 😂
@shaggy0000,2024-05-20T06:51:49Z,2024-05-20T06:51:49Z,0,"Great pier, sorry I meant guilt complex 😂"
@bleakbanks,2024-05-20T06:44:57Z,2024-05-20T06:44:57Z,0,Drug cocktail pro tip: lower the steroid a bit. He will be foaming at the mouth otherwise.
@LegendaryFinalHero,2024-05-20T06:29:42Z,2024-05-20T06:29:42Z,0,this dude is literally an ancient NPC
@GeraldoA-jc5nl,2024-05-20T05:09:05Z,2024-05-20T05:09:05Z,4,is jim biden running for president?
@Normality-hx8sr,2024-05-20T04:44:14Z,2024-05-20T04:44:14Z,6,Joe biden is a corrupt loser
@aalboz8665,2024-05-20T04:28:28Z,2024-05-20T04:28:28Z,1,😢😢😢😢😮😮😮😮😮😮🎉🎉🎉🎉🎉🎉🎉🎉😢😢😢😢😮😮😮😮🎉🎉🎉
@CH-uk1il,2024-05-20T04:23:14Z,2024-05-20T04:23:14Z,2,I have a debate for you: SHUT UP!
@jbird452,2024-05-20T03:40:58Z,2024-05-20T03:40:58Z,63,Let’s get ready to mumble!
@yourboyrick1796,2024-05-20T03:39:35Z,2024-05-20T03:39:35Z,12,This prolly took hours to record
@cws480,2024-05-20T01:53:31Z,2024-05-20T01:53:31Z,5,We chose truth over…repeat the line
@ahm7944,2024-05-20T01:24:12Z,2024-05-20T01:24:12Z,0,"It wont be a debate. Trump will say witch hunt, corrupt Merchan,  horse face, man, woman, camera, TV . I am a genius.  I love Kim Jong Un,  Putin genius said am smart. Will call Biden Obama..."
@DebraA-qq8kk,2024-05-20T01:07:12Z,2024-05-20T04:38:21Z,1,"Youre free when your not napping. You Bidens should be ashamed, you have all these protests and you&#39;re not doing one thing Joe Or dont you know What to do?  NYC has 200 police officers quitting in a month. Not many left ,then what? You&#39;ve got the USA in such a mess . Just give up Biden and Jill you&#39;re a professor at Columbia and never did a thing to stop that mess."
@user-pl2gi6vt8n,2024-05-20T01:05:07Z,2024-05-20T01:05:36Z,1,អាឆ្កែថោកទាប<br>ហែងស្ដោះទឹកមានត់ដាក់<br>កាឌួយម៉ែអាថោកទាប
@rhou568,2024-05-20T00:08:48Z,2024-05-20T00:08:48Z,2,I could not believe how wrong I was when t I voted for Biden in 2020 thinking he was the lessor of 2 evils! It turned out he has been the most (not one of the most) incompetent and  cruel president in American history.
@shawnm7614,2024-05-20T00:02:20Z,2024-05-20T00:02:20Z,5,My credit score is 788 I make 70 dollars an hour and I cannot get a credit card in joke bribens america
@joseluislopez4641,2024-05-19T23:20:48Z,2024-05-19T23:20:48Z,1,Eres el mejor y rusia corea del norte y china son estupidos pero vos sos grande viva estados unidos de america ❤❤❤❤❤❤
@Lonewanderer30,2024-05-19T22:56:23Z,2024-05-19T22:56:23Z,10,Many jump cuts and subtitles required. Says it all really....🙄
@arnebollensen1017,2024-05-19T22:41:59Z,2024-05-19T22:41:59Z,0,TIME LOVE and Tenderness.<br><br>REGARDS FROM GERMANY.
@jettpack9168,2024-05-19T22:37:09Z,2024-05-19T22:37:09Z,1,to all who think he&#39;s senile i suggest you watch his interview with howard stern
@holystepper6893,2024-05-19T22:15:16Z,2024-05-19T22:15:16Z,3,Literally all comments are hating lol. Did he buy those likes?
@holystepper6893,2024-05-19T22:13:04Z,2024-05-19T22:13:04Z,2,Why are you trying to be president again? Give it up we don’t like you and you rigged elections don’t you see that?
@EndDims,2024-05-19T21:49:19Z,2024-05-19T21:49:19Z,10,Biden will only debate Trump with all these conditions.  I expect Biden will weasel out at the last minute too.  FJB.  You&#39;re completely pathetic.
@dinosaurdude5668,2024-05-19T21:24:01Z,2024-05-19T21:24:01Z,1,This is AI
@JohnSmith-it6hj,2024-05-19T21:11:25Z,2024-05-19T21:11:25Z,4,what did this lying corpse just say? Trump lost two debates to him in 2020? lol
@robjl619,2024-05-19T20:55:45Z,2024-05-19T20:55:45Z,0,"Ecclesiastes 3:5(KJV) A time to cast away stones, and a time to gather stones together; a time to embrace, and a time to refrain from embracing;"
@MiroSpasov-so3tu,2024-05-19T20:49:05Z,2024-05-19T20:49:05Z,0,Biden bish go dan kolov
@MiroSpasov-so3tu,2024-05-19T20:21:40Z,2024-05-19T20:21:40Z,0,🥰🥰🥰🥰🥰🥰🥰🥰😈😈😈😈😈😈😈😈😈😈😈😈😈😈
@VadimNordSky51,2024-05-19T19:39:08Z,2024-05-19T19:39:08Z,1,"I also forgot to add that Biden is bringing the nuclear apocalypse closer, of course, he has lived his life and he doesn’t care, but don’t we young people want to live?"
@LetsGoBrandonFJB-TRUMP2024,2024-05-19T19:36:58Z,2024-05-19T19:36:58Z,3,Joe Biden habitual drug user status comin&#39; right up!
@artetridimensionale,2024-05-19T19:31:36Z,2024-05-19T19:31:36Z,0,"President, I am extremely concerned, Americans must not disappear. President, you must do whatever is necessary to ensure the survival of Americans now. We don&#39;t want a world like the one it is highly likely to become, you must intervene immediately Americans, President, guarantee America&#39;s survival immediately, don&#39;t give this world to others...We love Americans"
@VadimNordSky51,2024-05-19T19:17:49Z,2024-05-19T19:17:49Z,0,"The USA is also full of our Russians, if anything happens, be careful! Don&#39;t make them angry. And the more help you give to Ukraine, the greater the chances that you won’t wake up one day; there are plenty of our Russians in all countries"
@VadimNordSky51,2024-05-19T19:09:38Z,2024-05-19T19:09:38Z,1,"You are also responsible for the war, creature!"
@VadimNordSky51,2024-05-19T19:05:20Z,2024-05-19T19:05:20Z,3,laughingstock
@VadimNordSky51,2024-05-19T19:01:31Z,2024-05-19T19:01:31Z,1,"hey, Biden, if you are the president of the greatest country in the world, then why are you afraid to come to us in Russia, you freak? XD Not everything is subject to control in this World, right? 😂"
@richsmith5247,2024-05-19T18:17:57Z,2024-05-19T18:17:57Z,0,Can we please update the privacy laws in the United States to protect people from live streaming their conversations without the other person’s knowledge. We are in a different time with technology and people shouldn’t be harassed by putting their photos or likeness or words on other peoples social media without their permission. Just like we need to protect Hollywood and the music industry from social media we need to protect ourselves. Social media has destroyed the music industry and movie production. It’s killing businesses and trades. It exploits violence and criminal activity and probably the push on more and more fentanyl coming into the United States.
@BrantleyCruises,2024-05-19T18:12:50Z,2024-05-22T18:03:06Z,105,Sleepy joe isn’t even looking at the camera<br>Edit: thanks for so many likes didn’t know so many people agree with me..
@jarocdidthisbeat,2024-05-19T18:11:36Z,2024-05-19T18:11:36Z,402,Took him 2 months to record this.
@Ms.Millions,2024-05-19T17:53:55Z,2024-05-19T17:53:55Z,0,Y’all have respect for not just Biden but also Trump they deserve and have earned our respect whether you agree with their policies or not. I hope this read this. How disrespectful and embarrassing for yourselves.
@AbidiAbderrahmane,2024-05-19T17:46:21Z,2024-05-19T17:46:21Z,0,الهنتيتة الهتنينة
@blade3399,2024-05-19T17:43:56Z,2024-05-19T17:43:56Z,0,Where is the accountability for the billions sent to Ukraine??? Ukraine is losing…
@ibrahimc9519,2024-05-19T17:22:02Z,2024-05-19T17:22:02Z,9,"What a shame, so many edits 😔 because he sleeps a lot, can&#39;t focus 😅"
@RyanAvilez-dw3yq,2024-05-19T16:57:52Z,2024-05-19T16:57:52Z,18,Dude acts like he has something to brag about 💀
@overlordisgoogle8431,2024-05-19T16:37:35Z,2024-05-19T16:37:35Z,3,FJB
@overlordisgoogle8431,2024-05-19T16:37:19Z,2024-05-19T16:37:19Z,2,FJB
@vnarigoobsesion535,2024-05-19T16:36:37Z,2024-05-19T16:36:37Z,0,neka ceka ceca
@user-pl2gi6vt8n,2024-05-19T16:00:15Z,2024-05-19T16:00:15Z,1,អាឆ្កែ
@user-pl2gi6vt8n,2024-05-19T15:58:13Z,2024-05-19T15:58:13Z,0,អាឆ្កែ
@user-pl2gi6vt8n,2024-05-19T15:38:50Z,2024-05-19T15:38:50Z,0,American  ធ្វើការ 12 H មិនមែន 24 H ដួចក្រុមអាឆ្កែថោកទាប អស់ឯង ដឹកនាំនោះទេ អាប្រធានាធិបតី អារដ្ឋសភាថោកទាប ប្រយ័ត្នរដ្ឋប្រហារ បើពួកហែង នៅ ធ្វើ អំពើរ ថោកទាប <br>ប៉ះពាល់ ដល់ប្រទេស ពួកអញបន្តទៀត ដឹកនាំ យូរ ៗ ដឹកនាំ American  ធ្លាក់់ ចូលទណ្ឌកម្ម សេដ្ឋកិច្ច 😂 <br>អញរិះគន់ យក ផ្កាយរណបមកជេរ ពួក អញ Russia  ធ្វើសង្គ្រាម civil ចោទគេឈ្លានពាន ចង់ ដាក់ទណ្ឌកម្ម ប្រទេសណា ប្រើប្រាស់ អវុធ Russia ទៀត ប្រយ័ត្នដាច់សម្ព័ន្ធវើយ ឈប់ធ្វើប្រធានាធិបតី រដ្ឋសភាទៅ ធ្វើ ឆ្កែ ទៅ អាថោកទាប  ( វាជេររំខានខ្ញុំតាមផ្កាយរណប វាលួចតំណាងមេដឹកនាំ American ខ្ញុំជេរវាទេខ្ញុំជេរតបតតាម ដែរវាតំណាង មេដឹកនាំ American )
@user-pl2gi6vt8n,2024-05-19T15:38:17Z,2024-05-19T15:38:17Z,0,អាឆ្កែឆ្កួត
@user-pl2gi6vt8n,2024-05-19T15:33:59Z,2024-05-19T15:33:59Z,0,ពូជម៉ែហែងបំផ្លិចបំផ្លាញជាតិ<br>ម្ល៉េះអារដ្ឋសភាថោកទាប <br>ពូជម៉ែហែងខុសគេខុសឯង ដឹកនាំ American  រំលោភសិទ្ធិមនុស្ស 24 អាឆ្កែថោកទាប😂
@hudhud6714,2024-05-19T15:30:58Z,2024-05-19T15:30:58Z,2,"If you want me to vote for you, stop military spending and the money given to weapons, don&#39;t let the gun barons make money, don&#39;t give money to the pentagon, stop military spending, REDUCE weapons and military supplies, because no one will WAR with America for nothing, America is very far away, only Japan and Taiwan are nearby, please take high taxes from truck drivers and companies in America. Trump has been very spoiled for a long time."
@user-pl2gi6vt8n,2024-05-19T15:30:49Z,2024-05-19T15:30:49Z,0,ចេញអាឆ្កែឆ្កួត
@user-pl2gi6vt8n,2024-05-19T15:30:16Z,2024-05-19T15:30:16Z,1,អាឆ្កួត
@user-pl2gi6vt8n,2024-05-19T15:29:48Z,2024-05-19T15:29:48Z,1,អាឆ្កែ
@user-pl2gi6vt8n,2024-05-19T15:13:29Z,2024-05-19T15:13:29Z,1,អាបែកថ្នាំ
@warmachine2098,2024-05-19T15:05:13Z,2024-05-19T15:05:13Z,2,"Seriously Joe, I just watched the Morehouse commencement and all you said was “ME ME ME ME!” Selfish disrespect turning that into a campaign speech. 😖"
@Franklowry980,2024-05-19T14:47:22Z,2024-05-19T14:47:22Z,2,Vote for Biden! How else will he pardon his crackhead son? 😂
@SoCalian,2024-05-19T14:43:36Z,2024-05-19T14:43:36Z,3,"Nothing like cheering up a commencement address than by sniveling about your dumb, dead son"
